image_id,a,b,c,d,true_label,extra_info,just_label,unicode
S04_075,1942,2126,143,165,어찌_하_何,,何,U+4F55
S04_075,1513,1394,146,163,어찌_하_何,,何,U+4F55
S04_075,3488,1831,111,104,가지런할_등_等,,等,U+7B49
S04_075,3485,1944,117,259,오를_앙_昻,,昻,U+663B
S04_075,3473,2211,130,153,하례_하_賀,,賀,U+8CC0
S04_075,3507,2367,109,126,밖_외_外,,外,U+5916
S04_075,473,2289,107,118,밖_외_外,,外,U+5916
S04_075,3494,2518,134,206,생질_생_甥,,甥,U+7525
S04_075,458,2417,132,113,생질_생_甥,,甥,U+7525
S04_075,3260,1042,122,109,두_이_二,,二,U+4E8C
S04_075,3234,1152,149,126,사람_인_人,,人,U+4EBA
S04_075,2787,1994,166,130,사람_인_人,,人,U+4EBA
S04_075,3230,1475,127,215,다행_행_幸,,幸,U+5E78
S04_075,3173,1925,215,153,허물_건_愆,,愆,U+6106
S04_075,3190,2081,163,162,덜_손_損,,損,U+640D
S04_075,3234,2246,122,97,말 이을_이_而,,而,U+800C
S04_075,1756,2534,106,82,말 이을_이_而,,而,U+800C
S04_075,1326,1229,91,77,말 이을_이_而,,而,U+800C
S04_075,3240,2372,111,156,몸_신_身,,身,U+8EAB
S04_075,3243,2544,134,161,집_가_家,,家,U+5BB6
S04_075,2815,1809,125,180,집_가_家,,家,U+5BB6
S04_075,3028,1019,139,230,흴_소_素,,素,U+7D20
S04_075,3045,1254,111,156,올_래_來,,來,U+4F86
S04_075,1715,1183,138,178,올_래_來,,來,U+4F86
S04_075,3018,1432,134,175,심할_심_甚,,甚,U+751A
S04_075,2968,1627,215,201,빌미_수_祟,,祟,U+795F
S04_075,3011,1860,135,66,한_일_一,,一,U+4E00
S04_075,3001,1931,140,136,맛_미_味,,味,U+5473
S04_075,3007,2073,119,154,찰_한_寒,,寒,U+5BD2
S04_075,2993,2242,165,198,밤나무_율_栗,,栗,U+F9DA
S04_075,3036,2448,91,142,여름_하_夏,,夏,U+590F
S04_075,3014,2597,159,127,오히려_유_猶,,猶,U+7336
S04_075,2817,1021,125,189,아닐_미_未,,未,U+672A
S04_075,2613,1785,93,130,아닐_미_未,,未,U+672A
S04_075,1123,1988,103,133,아닐_미_未,,未,U+672A
S04_075,2942,1261,78,135,이미_이_已,,已,U+5DF2
S04_075,1757,1942,115,79,이미_이_已,,已,U+5DF2
S04_075,2821,1444,118,130,또_차_且,,且,U+4E14
S04_075,2829,1577,109,216,들을_문_聞,,聞,U+805E
S04_075,1923,1193,145,303,들을_문_聞,,聞,U+805E
S04_075,2773,2149,184,165,젖_유_乳,,乳,U+4E73
S04_075,2586,1028,160,157,젖_유_乳,,乳,U+4E73
S04_075,2786,2323,148,146,부스럼_종_腫,,腫,U+816B
S04_075,2787,2494,135,206,같을_약_若,,若,U+82E5
S04_075,2622,1198,91,101,아래_하_下,,下,U+4E0B
S04_075,489,1000,118,106,아래_하_下,,下,U+4E0B
S04_075,2616,1313,118,86,입_구_口,,口,U+53E3
S04_075,2571,1421,196,203,문드러질_란_爛,,爛,U+721B
S04_075,2618,1633,99,128,오랠_구_久,,久,U+4E45
S04_075,2587,1946,132,148,완전할_완_完,,完,U+5B8C
S04_075,2604,2101,114,159,합할_합_合,,合,U+5408
S04_075,2611,2273,90,128,좋을_양_良,,良,U+F97C
S04_075,2576,2414,145,177,깨달을_각_覺,,覺,U+89BA
S04_075,2599,2598,140,135,쓸_고_苦,,苦,U+82E6
S04_075,2361,1028,160,158,번민할_민_悶,,悶,U+60B6
S04_075,2362,1532,160,146,닥나무_저_楮,,楮,U+696E
S04_075,2385,1692,141,143,골_곡_谷,,谷,U+8C37
S04_075,2335,1843,220,194,편안할_안_安,,安,U+5B89
S04_075,2361,2249,179,122,향할_향_向,,向,U+5411
S04_075,2368,2532,158,180,긴 대_호_箎,,箎,U+7B8E
S04_075,2138,1012,155,145,맏_백_伯,,伯,U+4F2F
S04_075,2163,1180,107,109,그_기_其,,其,U+5176
S04_075,1963,1957,103,155,그_기_其,,其,U+5176
S04_075,2172,1442,103,211,어조사_의_矣,,矣,U+77E3
S04_075,1968,1773,109,165,어조사_의_矣,,矣,U+77E3
S04_075,2149,1671,184,179,빗장_관_關,,關,U+95DC
S04_075,2173,1855,122,107,뫼_산_山,,山,U+5C71
S04_075,2153,1983,142,154,사라질_소_消,,消,U+6D88
S04_075,2150,2138,160,209,숨_쉴_식_息,,息,U+606F
S04_075,2153,2357,147,106,끊을_절_切,,切,U+5207
S04_075,2170,2478,119,128,생각할_상_想,,想,U+60F3
S04_075,2191,2611,81,111,있을_유_有,,有,U+6709
S04_075,1904,1027,149,150,원할_원_願,,願,U+9858
S04_075,1945,1506,118,119,놈_자_者,,者,U+8005
S04_075,1950,1636,133,118,깊을_심_深,,深,U+6DF1
S04_075,1939,2295,146,220,능할_능_能,,能,U+80FD
S04_075,1943,2536,144,112,누를_안_按,,按,U+6309
S04_075,1960,2648,107,91,살_주_住,,住,U+4F4F
S04_075,1722,1371,154,98,어조사_야_也,,也,U+4E5F
S04_075,1511,1763,156,263,어조사_야_也,,也,U+4E5F
S04_075,894,1382,140,158,어조사_야_也,,也,U+4E5F
S04_075,1716,1482,156,250,보리_맥_麥,,麥,U+9EA5
S04_075,1715,1738,179,190,배_주_舟,,舟,U+821F
S04_075,1769,2023,99,128,이를_지_至,,至,U+81F3
S04_075,1733,2167,156,145,거둘_수_收,,收,U+6536
S04_075,1740,2317,165,206,감출_장_藏,,藏,U+85CF
S04_075,1496,1029,142,193,귀할_귀_貴,,貴,U+8CB4
S04_075,1517,1232,132,142,농막_장_庄,,庄,U+5E84
S04_075,1517,1580,160,175,같을_여_如,,如,U+5982
S04_075,1577,2419,106,137,옳을_가_可,,可,U+53EF
S04_075,1311,1528,126,123,옳을_가_可,,可,U+53EF
S04_075,1553,2571,142,153,이를_위_謂,,謂,U+8B02
S04_075,1299,1654,130,138,이를_위_謂,,謂,U+8B02
S04_075,1296,1035,132,191,풍성할_풍_豊,,豊,U+8C4A
S04_075,1290,1821,161,214,흉년 들_겸_歉,,歉,U+6B49
S04_075,1273,2329,221,132,그러할_연_然,,然,U+7136
S04_075,1095,1030,166,216,기운_기_氣,,氣,U+6C23
S04_075,1086,1262,158,159,이_사_斯,,斯,U+65AF
S04_075,1079,1441,187,179,독_독_毒,,毒,U+6BD2
S04_075,1105,1638,133,129,하늘_천_天,,天,U+5929
S04_075,1102,2135,141,125,알_지_知,,知,U+77E5
S04_075,1107,2280,137,127,다만_지_只,,只,U+53EA
S04_075,1113,2415,134,178,당할_당_當,,當,U+7576
S04_075,1101,2601,139,116,맡길_임_任,,任,U+4EFB
S04_075,902,1064,97,112,갈_지_之,,之,U+4E4B
S04_075,882,1190,163,176,지날_과_過,,過,U+904E
S04_075,936,1721,106,115,설_입_立,,立,U+F9F7
S04_075,927,1852,134,130,편할_편_便,,便,U+4FBF
S04_075,912,1993,146,154,닦을_수_修,,修,U+4FEE
S04_075,913,2278,137,129,턱밑 살_호_胡,,胡,U+80E1
S04_075,932,2407,107,210,풀_초_草,,草,U+8349
S04_075,919,2624,147,112,부끄러워 할_괴_愧,,愧,U+6127
S04_075,687,1039,147,146,두려워할_송_悚,,悚,U+609A
S04_075,704,1354,138,162,갖출_비_備,,備,U+5099
S04_075,714,1633,167,168,생각할_유_惟,,惟,U+60DF
S04_075,490,1118,124,195,모일_회_會,,會,U+6703
S04_075,398,1329,114,157,일곱째 천간_경_庚,,庚,U+5E9A
S04_075,434,1647,105,154,일곱째 지지_오_午,,午,U+5348
S04_075,467,1807,75,91,달_월_月,,月,U+6708
S04_075,422,1908,164,149,생각할_념_念,,念,U+5FF5
S04_075,453,2074,105,111,다섯_오_五,,五,U+4E94
S04_075,475,2204,85,84,해_일_日,,日,U+65E5
S04_075,640,2195,155,159,후박나무_박_朴,,朴,U+6734
S04_075,641,2367,136,123,대_세_世,,世,U+4E16
S04_075,602,2494,170,191,봄_춘_春,,春,U+6625
S04_075,448,2550,98,75,절_배_拜,,拜,U+62DC
S04_075,447,2632,95,106,손_수_手,,手,U+624B
S04_076,4867,1066,170,258,오얏_이_李,,李,U+F9E1
S04_076,4886,1434,136,147,큰_대_大,,大,U+5927
S04_076,4606,1999,141,131,큰_대_大,,大,U+5927
S04_076,3070,1495,139,144,큰_대_大,,大,U+5927
S04_076,4861,1602,188,168,초오_아_雅,,雅,U+96C5
S04_076,4859,1897,205,209,모실_시_侍,,侍,U+4F8D
S04_076,3309,2701,171,230,모실_시_侍,,侍,U+4F8D
S04_076,4885,2131,172,242,책상_안_案,,案,U+6848
S04_076,4874,2411,176,214,받들_봉_奉,,奉,U+5949
S04_076,4946,2634,100,176,드릴_정_呈,,呈,U+5448
S04_076,5112,2371,153,136,일_흥_興,,興,U+8208
S04_076,5131,2511,133,159,부르는 소리_고_皐,,皐,U+7690
S04_076,5124,2672,200,188,집_택_宅,,宅,U+FA04
S04_076,4549,910,211,206,보낼_송_送,,送,U+9001
S04_076,2307,2389,215,197,보낼_송_送,,送,U+9001
S04_076,4539,1129,208,188,아이_동_僮,,僮,U+50EE
S04_076,4566,1333,194,214,돌아올_환_還,,還,U+9084
S04_076,4597,1574,149,168,얻을_득_得,,得,U+5F97
S04_076,4080,908,145,155,얻을_득_得,,得,U+5F97
S04_076,4600,1750,162,236,들을_문_聞,,聞,U+805E
S04_076,4629,2136,124,251,평미레_개_槪,,槪,U+69EA
S04_076,4626,2396,111,118,말 이을_이_而,,而,U+800C
S04_076,3090,1803,114,110,말 이을_이_而,,而,U+800C
S04_076,4605,2526,148,185,아닐_미_未,,未,U+672A
S04_076,2849,912,157,240,아닐_미_未,,未,U+672A
S04_076,4615,2724,205,199,볼_견_見,,見,U+898B
S04_076,4317,893,142,199,임금_군_君,,君,U+541B
S04_076,4322,1109,141,176,손_수_手,,手,U+624B
S04_076,4306,1301,174,157,불을_자_滋,,滋,U+6ECB
S04_076,4305,1475,169,152,이_차_此,,此,U+6B64
S04_076,4347,2195,153,161,이_차_此,,此,U+6B64
S04_076,833,1552,135,126,이_차_此,,此,U+6B64
S04_076,4299,1641,188,128,반드시_필_必,,必,U+5FC5
S04_076,4291,1777,181,137,어조사_야_也,,也,U+4E5F
S04_076,4476,2755,67,61,어조사_야_也,,也,U+4E5F
S04_076,2081,2061,180,181,어조사_야_也,,也,U+4E5F
S04_076,1320,2793,217,174,어조사_야_也,,也,U+4E5F
S04_076,4298,1945,216,234,견줄_교_較,,較,U+8F03
S04_076,4314,2381,219,190,게으를_라_懶,,懶,U+61F6
S04_076,4325,2581,174,183,한수_한_漢,,漢,U+6F22
S04_076,4332,2791,143,190,편안할_안_安,,安,U+5B89
S04_076,3295,1329,191,296,편안할_안_安,,安,U+5B89
S04_076,4077,1065,158,193,없을_무_無,,無,U+7121
S04_076,4055,1285,197,191,흉년 들_겸_歉,,歉,U+6B49
S04_076,4072,1489,164,184,읊을_탄_歎,,歎,U+6B4E
S04_076,4072,1694,163,270,어조사_야_耶,,耶,U+8036
S04_076,4068,1989,175,227,깔개_자_藉,,藉,U+85C9
S04_076,4102,2226,148,141,물을_문_問,,問,U+554F
S04_076,4076,2385,174,106,견줄_비_比,,比,U+6BD4
S04_076,4117,2496,106,127,해_일_日,,日,U+65E5
S04_076,601,2358,97,89,해_일_日,,日,U+65E5
S04_076,3787,903,177,258,원추리_훤_萱,,萱,U+8431
S04_076,3794,1173,187,181,대궐 작은 문_위_闈,,闈,U+95C8
S04_076,3788,1364,174,248,마디_절_節,,節,U+7BC0
S04_076,3549,2562,188,216,마디_절_節,,節,U+7BC0
S04_076,3805,1617,158,222,베풀_선_宣,,宣,U+5BA3
S04_076,828,2045,152,263,베풀_선_宣,,宣,U+5BA3
S04_076,3857,1852,107,142,잇닿을_연_連,,連,U+F99A
S04_076,3818,2002,193,172,지킬_위_衛,,衛,U+885B
S04_076,3810,2180,170,233,편안할_강_康,,康,U+5EB7
S04_076,3829,2421,155,273,편안할_녕_寧,,寧,U+5BE7
S04_076,3568,900,117,199,살필_성_省,,省,U+7701
S04_076,3549,1121,183,203,남을_여_餘,,餘,U+9918
S04_076,2845,1580,153,172,남을_여_餘,,餘,U+9918
S04_076,3538,1347,187,135,지을_주_做,,做,U+505A
S04_076,3567,1503,151,176,신_리_履,,履,U+5C65
S04_076,3567,1708,184,192,맑을_청_淸,,淸,U+6DF8
S04_076,3572,1916,193,198,이길_승_勝,,勝,U+52DD
S04_076,3576,2183,186,165,한가지_동_同,,同,U+540C
S04_076,3586,2354,163,180,집_당_堂,,堂,U+5802
S04_076,3571,2809,167,169,또_역_亦,,亦,U+4EA6
S04_076,3278,904,167,194,다_개_皆,,皆,U+7686
S04_076,3319,1131,129,165,평평할_평_平,,平,U+5E73
S04_076,3303,1652,180,161,어찌_하_何,,何,U+4F55
S04_076,2576,2815,130,181,어찌_하_何,,何,U+4F55
S04_076,2084,911,185,221,어찌_하_何,,何,U+4F55
S04_076,3326,1832,142,152,가지런할_등_等,,等,U+7B49
S04_076,3338,1994,157,301,오를_앙_昻,,昻,U+663B
S04_076,3325,2311,170,162,위로할_위_慰,,慰,U+6170
S04_076,3351,2485,116,185,아우_제_弟,,弟,U+5F1F
S04_076,577,2458,123,162,아우_제_弟,,弟,U+5F1F
S04_076,3064,917,146,254,일_사_事,,事,U+4E8B
S04_076,3035,1183,182,149,시어미_고_姑,,姑,U+59D1
S04_076,3093,1339,140,150,면할_면_免,,免,U+514D
S04_076,3026,1661,218,142,허물_건_愆,,愆,U+6106
S04_076,3044,1945,207,172,다만_단_但,,但,U+4F46
S04_076,3060,2143,159,189,베_포_布,,布,U+5E03
S04_076,3083,2340,180,146,병_병_病,,病,U+75C5
S04_076,3093,2503,141,184,몸_신_身,,身,U+8EAB
S04_076,3100,2705,126,170,근심할_우_憂,,憂,U+6182
S04_076,2838,2250,139,239,근심할_우_憂,,憂,U+6182
S04_076,3124,2878,121,113,오랠_구_久,,久,U+4E45
S04_076,2838,1165,157,213,차조기_소_蘇,,蘇,U+8607
S04_076,2850,1388,152,184,밝을_랑_朗,,朗,U+6717
S04_076,2862,1764,128,117,밖_외_外,,外,U+5916
S04_076,2859,1907,134,200,빛_색_色,,色,U+8272
S04_076,2776,2668,229,268,어려울_난_難,,難,U+96E3
S04_076,2583,918,189,122,써_이_以,,以,U+4EE5
S04_076,2576,1046,165,270,붓_필_筆,,筆,U+7B46
S04_076,1062,2067,171,267,붓_필_筆,,筆,U+7B46
S04_076,2566,1331,165,256,쓸_서_書,,書,U+66F8
S04_076,2576,1604,163,192,다될_진_盡,,盡,U+76E1
S04_076,1062,2848,145,138,다될_진_盡,,盡,U+76E1
S04_076,2570,1842,179,183,줄기_매_枚,,枚,U+679A
S04_076,2581,2046,170,616,귀_이_耳,,耳,U+8033
S04_076,1810,2011,193,568,귀_이_耳,,耳,U+8033
S04_076,812,974,165,355,귀_이_耳,,耳,U+8033
S04_076,2595,2672,114,140,어찌_내_奈,,奈,U+5948
S04_076,2331,1027,166,233,차례_제_第,,第,U+7B2C
S04_076,2325,1271,176,244,삼_마_麻,,麻,U+9EBB
S04_076,2327,1534,205,200,신_혜_鞋,,鞋,U+978B
S04_076,2288,1768,200,195,줄_여_與,,與,U+8207
S04_076,2296,1987,196,183,모든_제_諸,,諸,U+8AF8
S04_076,2288,2200,221,170,돌_반_般,,般,U+822C
S04_076,2314,2609,205,335,사건_건_件,,件,U+4EF6
S04_076,2090,1157,155,194,같을_약_若,,若,U+82E5
S04_076,2117,1365,124,162,옳을_시_是,,是,U+662F
S04_076,2079,1568,176,215,부지런할_근_勤,,勤,U+52E4
S04_076,2103,1800,167,233,정성_간_懇,,懇,U+61C7
S04_076,2022,2259,227,265,빌_허_虛,,虛,U+865B
S04_076,2082,2525,159,164,갈_왕_往,,往,U+5F80
S04_076,2086,2686,188,312,열매_실_實,,實,U+5BE6
S04_076,1848,921,155,216,올_래_來,,來,U+4F86
S04_076,1859,1160,142,158,아닐_불_不,,不,U+4E0D
S04_076,851,1702,124,122,아닐_불_不,,不,U+4E0D
S04_076,1821,1331,186,210,깨달을_각_覺,,覺,U+89BA
S04_076,1834,1560,174,173,얼굴 붉힐_난_赧,,赧,U+8D67
S04_076,1832,1744,194,241,얼굴_안_顔,,顔,U+9854
S04_076,1799,2592,171,201,나_오_吾,,吾,U+543E
S04_076,1818,2808,165,177,하고자 할_욕_欲,,欲,U+6B32
S04_076,1581,943,155,236,새벽_조_早,,早,U+65E9
S04_076,1577,1212,185,354,늦을_안_晏,,晏,U+664F
S04_076,1577,1581,185,200,틈_간_間,,間,U+9593
S04_076,1550,1809,219,154,같을_사_似,,似,U+4F3C
S04_076,1619,1978,125,164,있을_유_有,,有,U+6709
S04_076,1578,2318,156,250,귀할_귀_貴,,貴,U+8CB4
S04_076,1561,2578,175,252,가_변_邊,,邊,U+908A
S04_076,1601,2830,117,126,갈_지_之,,之,U+4E4B
S04_076,1086,1559,112,155,갈_지_之,,之,U+4E4B
S04_076,1337,914,152,229,갈_행_行,,行,U+884C
S04_076,1355,1149,131,245,어조사_의_矣,,矣,U+77E3
S04_076,1327,1412,178,212,저_이_伊,,伊,U+4F0A
S04_076,1322,1630,164,122,때_시_時,,時,U+6642
S04_076,1309,1798,191,250,혹_혹_或,,或,U+6216
S04_076,1347,2074,156,228,옳을_가_可,,可,U+53EF
S04_076,1304,2322,209,233,평온할_온_穩,,穩,U+7A69
S04_076,1306,2563,220,215,펼_터_攄,,攄,U+6504
S04_076,1060,962,183,118,같을_여_如,,如,U+5982
S04_076,1071,1244,164,158,같을_여_如,,如,U+5982
S04_076,1090,1083,138,143,뫼_산_山,,山,U+5C71
S04_076,1082,1410,164,139,물_수_水,,水,U+6C34
S04_076,1054,1726,178,173,품을_회_懷,,懷,U+61F7
S04_076,1057,1924,200,133,아닐_비_非,,非,U+975E
S04_076,1041,2345,162,204,혀_설_舌,,舌,U+820C
S04_076,1013,2578,214,265,빌_경_罄,,罄,U+7F44
S04_076,799,1353,174,183,공경할_지_祗,,祗,U+7957
S04_076,851,1826,126,213,많을_다_多,,多,U+591A
S04_076,552,1373,138,170,일곱째 천간_경_庚,,庚,U+5E9A
S04_076,565,1545,138,181,아들_자_子,,子,U+5B50
S04_076,542,1743,155,109,일곱_칠_七,,七,U+4E03
S04_076,586,1861,114,118,달_월_月,,月,U+6708
S04_076,517,1992,205,207,생각할_념_念,,念,U+5FF5
S04_076,541,2209,160,145,다섯_오_五,,五,U+4E94
S04_076,507,2636,177,122,대_세_世,,世,U+4E16
S04_076,469,2762,219,201,봄_춘_春,,春,U+6625
S04_076,696,2709,183,263,조아릴_돈_頓,,頓,U+9813
S04_077,4216,634,197,211,남녘_남_南,,南,U+5357
S04_077,4233,845,171,99,북녘_북_北,,北,U+5317
S04_077,4219,964,202,205,떨어질_낙_落,,落,U+F918
S04_077,4246,1250,150,132,깃_우_羽,,羽,U+7FBD
S04_077,4232,1392,178,196,비늘_린_鱗,,鱗,U+9C57
S04_077,4244,1598,163,116,험할_조_阻,,阻,U+963B
S04_077,4223,1736,203,156,끊을_절_絶,,絶,U+7D76
S04_077,4233,1899,199,169,꼬리 긴 깃털_교_翹,,翹,U+7FF9
S04_077,4259,2078,124,144,머리_수_首,,首,U+9996
S04_077,4244,2248,173,151,엉길_응_凝,,凝,U+51DD
S04_077,4243,2424,161,159,우두커니_저_佇,,佇,U+4F47
S04_077,4247,2588,140,182,사모할_연_戀,,戀,U+F990
S04_077,4259,2784,129,191,오를_앙_昻,,昻,U+663B
S04_077,4267,2997,121,151,점점_미_冞,,冞,U+519E
S04_077,4250,3166,164,142,깊을_심_深,,深,U+6DF1
S04_077,3926,674,153,170,삼갈_근_謹,,謹,U+8B39
S04_077,3929,862,136,110,엎드릴_복_伏,,伏,U+4F0F
S04_077,2786,1464,127,124,엎드릴_복_伏,,伏,U+4F0F
S04_077,1124,1931,144,104,엎드릴_복_伏,,伏,U+4F0F
S04_077,873,2357,118,107,엎드릴_복_伏,,伏,U+4F0F
S04_077,3927,990,163,158,물을_문_問,,問,U+554F
S04_077,3114,862,149,132,물을_문_問,,問,U+554F
S04_077,3930,1162,146,95,견줄_비_比,,比,U+6BD4
S04_077,3927,1282,165,117,하늘_천_天,,天,U+5929
S04_077,3959,1409,105,122,잠깐_사_乍,,乍,U+4E4D
S04_077,3935,1538,151,135,서늘할_량_凉,,凉,U+51C9
S04_077,3657,515,147,163,집_당_堂,,堂,U+5802
S04_077,3683,695,118,107,위_상_上,,上,U+4E0A
S04_077,3673,823,155,125,아재비_숙_叔,,叔,U+53D4
S04_077,3701,959,112,121,주인_주_主,,主,U+4E3B
S04_077,3681,1098,139,161,목숨_수_壽,,壽,U+58FD
S04_077,3660,1270,153,155,운_운_韻,,韻,U+97FB
S04_077,3690,1432,109,143,잇닿을_연_連,,連,U+F99A
S04_077,3650,1587,165,146,보호할_호_護,,護,U+8B77
S04_077,3669,1749,112,175,일만_만_萬,,萬,U+842C
S04_077,1930,2516,107,149,일만_만_萬,,萬,U+842C
S04_077,3646,1931,137,194,편안할_녕_寧,,寧,U+5BE7
S04_077,3394,712,148,131,버금_아_亞,,亞,U+4E9E
S04_077,3390,858,152,150,뜰_정_庭,,庭,U+5EAD
S04_077,3090,2167,149,178,뜰_정_庭,,庭,U+5EAD
S04_077,3395,1013,153,155,몸_체_體,,體,U+9AD4
S04_077,3396,1173,130,197,일_사_事,,事,U+4E8B
S04_077,3374,1388,154,136,법_전_典,,典,U+5178
S04_077,3393,1532,127,97,성할_왕_旺,,旺,U+65FA
S04_077,3132,674,106,178,정할_정_定,,定,U+5B9A
S04_077,3110,1002,145,135,남을_여_餘,,餘,U+9918
S04_077,2233,3168,126,136,남을_여_餘,,餘,U+9918
S04_077,1100,2337,158,147,남을_여_餘,,餘,U+9918
S04_077,3114,1143,143,132,산앵두나무_체_棣,,棣,U+68E3
S04_077,3085,1283,146,149,상_상_床,,床,U+5E8A
S04_077,3115,1443,119,130,벗_우_友,,友,U+53CB
S04_077,3115,1581,120,152,끌_인_引,,引,U+5F15
S04_077,3091,1749,163,148,늦을_안_晏,,晏,U+664F
S04_077,3105,1901,131,149,무거울_중_重,,重,U+91CD
S04_077,3094,2357,177,121,달릴_추_趨,,趨,U+8DA8
S04_077,3105,2489,138,160,및_기_曁,,曁,U+66C1
S04_077,3111,2720,132,181,보배_보_寶,,寶,U+5BF6
S04_077,3108,2911,128,183,미칠_담_覃,,覃,U+8983
S04_077,3080,3110,163,79,한_일_一,,一,U+4E00
S04_077,2784,710,146,145,기쁠_이_怡,,怡,U+6021
S04_077,2791,858,152,136,즐거울_유_愉,,愉,U+6109
S04_077,2779,1001,150,130,클_태_泰,,泰,U+6CF0
S04_077,2807,1145,109,157,평평할_평_平,,平,U+5E73
S04_077,2799,1317,104,134,아닐_부_否,,否,U+5426
S04_077,2783,1590,152,156,강 이름_소_溸,,溸,U+6EB8
S04_077,2802,1748,116,117,지경_구_區,,區,U+5340
S04_077,2768,1977,144,154,없을_무_無,,無,U+7121
S04_077,2481,2350,130,162,없을_무_無,,無,U+7121
S04_077,1413,2183,128,146,없을_무_無,,無,U+7121
S04_077,2779,2138,128,104,맡길_임_任,,任,U+4EFB
S04_077,2811,2264,86,105,아래_하_下,,下,U+4E0B
S04_077,2266,2928,60,83,아래_하_下,,下,U+4E0B
S04_077,579,679,108,102,아래_하_下,,下,U+4E0B
S04_077,2764,2375,151,136,즐길_종_悰,,悰,U+60B0
S04_077,2804,2517,108,131,겨레_척_戚,,戚,U+621A
S04_077,530,2234,124,130,겨레_척_戚,,戚,U+621A
S04_077,2800,2653,94,112,좇을_종_從,,從,U+5F9E
S04_077,526,2380,127,122,좇을_종_從,,從,U+5F9E
S04_077,2794,2763,94,138,아우_제_弟,,弟,U+5F1F
S04_077,550,2508,90,144,아우_제_弟,,弟,U+5F1F
S04_077,2760,2912,145,143,볼_시_視,,視,U+8996
S04_077,2780,3065,116,260,마디_절_節,,節,U+7BC0
S04_077,2472,720,155,201,다행_행_幸,,幸,U+5E78
S04_077,2519,925,97,129,면할_면_免,,免,U+514D
S04_077,2517,1064,112,111,큰_대_大,,大,U+5927
S04_077,2513,1181,115,156,죽일_살_煞,,煞,U+715E
S04_077,2499,1346,141,134,허물_건_愆,,愆,U+6106
S04_077,2493,1495,137,141,덜_손_損,,損,U+640D
S04_077,2521,1644,87,81,말 이을_이_而,,而,U+800C
S04_077,2530,1745,85,141,스스로_자_自,,自,U+81EA
S04_077,2530,1892,84,170,몸_신_身,,身,U+8EAB
S04_077,2491,2074,135,129,때 낄_전_淟,,淟,U+6DDF
S04_077,2493,2224,127,121,빠질_골_汨,,汨,U+6C68
S04_077,2493,2534,162,139,발_족_足,,足,U+8DB3
S04_077,2503,2686,131,118,우러를_앙_仰,,仰,U+4EF0
S04_077,2479,2818,151,130,지을_술_述,,述,U+8FF0
S04_077,869,1633,165,132,지을_술_述,,述,U+8FF0
S04_077,2492,2961,123,335,귀_이_耳,,耳,U+8033
S04_077,1151,919,124,227,귀_이_耳,,耳,U+8033
S04_077,2213,730,131,166,마루_종_宗,,宗,U+5B97
S04_077,2201,915,139,125,어리석을_질_侄,,侄,U+4F84
S04_077,2223,1059,130,76,써_이_以,,以,U+4EE5
S04_077,2204,1144,156,143,작을_미_微,,微,U+5FAE
S04_077,2223,1293,126,161,근심_양_恙,,恙,U+6059
S04_077,2211,1476,148,125,셀_수_數,,數,U+6578
S04_077,2235,1620,135,139,초하루_삭_朔,,朔,U+6714
S04_077,2217,1762,143,173,끙끙거릴_신_呻,,呻,U+547B
S04_077,2225,1954,126,115,읊을_음_吟,,吟,U+541F
S04_077,2237,2075,111,123,오히려_상_尙,,尙,U+5C19
S04_077,2240,2209,112,95,아닐_불_不,,不,U+4E0D
S04_077,896,2092,119,119,아닐_불_不,,不,U+4E0D
S04_077,2243,2313,130,148,얻을_득_得,,得,U+5F97
S04_077,1428,2493,112,100,얻을_득_得,,得,U+5F97
S04_077,2221,2470,134,164,연뿌리_우_藕,,藕,U+85D5
S04_077,2217,2656,141,108,배_선_船,,船,U+8239
S04_077,2225,2781,135,131,놓을_방_放,,放,U+653E
S04_077,2212,3028,137,128,또_차_且,,且,U+4E14
S04_077,2255,3304,91,74,밖_외_外,,外,U+5916
S04_077,1930,731,132,151,모든_제_諸,,諸,U+8AF8
S04_077,2064,863,74,87,묶을_루_累,,累,U+7D2F
S04_077,1927,895,132,151,병_병_病,,病,U+75C5
S04_077,1143,3202,131,134,병_병_病,,病,U+75C5
S04_077,1939,1064,124,115,놈_자_者,,者,U+8005
S04_077,1938,1530,116,146,놈_자_者,,者,U+8005
S04_077,1832,1101,60,72,놈_자_者,,者,U+8005
S04_077,1157,749,121,162,놈_자_者,,者,U+8005
S04_077,1939,1184,120,176,반_반_半,,半,U+534A
S04_077,1953,1691,97,175,반_반_半,,半,U+534A
S04_077,1907,1390,177,132,편안할_안_安,,安,U+5B89
S04_077,1917,1889,156,154,부처_불_佛,,佛,U+4F5B
S04_077,1949,2051,79,71,각시_씨_氏,,氏,U+6C0F
S04_077,1935,2131,114,87,바_소_所,,所,U+6240
S04_077,1413,996,132,99,바_소_所,,所,U+6240
S04_077,1927,2226,110,113,이를_위_謂,,謂,U+8B02
S04_077,1902,2347,165,160,억_억_億,,億,U+5104
S04_077,1890,2676,149,179,푸를_창_蒼,,蒼,U+84BC
S04_077,1939,2866,84,112,날_생_生,,生,U+751F
S04_077,1915,3002,126,136,다될_진_盡,,盡,U+76E1
S04_077,876,1322,114,149,다될_진_盡,,盡,U+76E1
S04_077,1946,3153,85,94,있을_재_在,,在,U+5728
S04_077,1118,2490,121,147,있을_재_在,,在,U+5728
